year,reference_code,collection_canonical,price,price_eur,currency,market,title,url
2026,CRHPI01381,Panthère,51000.0,51000.0,EUR,fr-fr,Montre La Panthère de Cartier,https://www.cartier.com/fr-fr/product/CRHPI01381
2026,CRHPI01538,Panthère,72000.0,72000.0,EUR,fr-fr,Montre La Panthère de Cartier,https://www.cartier.com/fr-fr/product/CRHPI01538
2026,CRWJPN0062,Panthère,75000.0,75000.0,EUR,fr-fr,Montre Panthère de Cartier,https://www.cartier.com/fr-fr/product/CRWJPN0062
2026,CRWHSA0016,Santos,76000.0,76000.0,EUR,fr-fr,Montre squelette Santos de Cartier,https://www.cartier.com/fr-fr/product/CRWHSA0016
2026,CRHPI01442,Panthère,89000.0,89000.0,EUR,fr-fr,Montre La Panthère de Cartier,https://www.cartier.com/fr-fr/product/CRHPI01442
2026,CRHPI01698,Panthère,162000.0,162000.0,EUR,fr-fr,Montre Panthère de Cartier,https://www.cartier.com/fr-fr/product/CRHPI01698
2026,CRW3BB0021,Ballon Bleu,12900.0,12900.0,EUR,fr-fr,Montre Ballon Bleu de Cartier,https://www.cartier.com/fr-fr/product/CRW3BB0021
2026,CRW3BB0023,Ballon Bleu,18400.0,18400.0,EUR,fr-fr,Montre Ballon Bleu de Cartier,https://www.cartier.com/fr-fr/product/CRW3BB0023
2026,CRWJBA0050,Other,22200.0,22200.0,EUR,fr-fr,Montre Baignoire,https://www.cartier.com/fr-fr/product/CRWJBA0050
2026,CRWGSA0096,Santos,24400.0,24400.0,EUR,fr-fr,Montre Santos-Dumont,https://www.cartier.com/fr-fr/product/CRWGSA0096
2026,CRWGTA0296,Tank,26200.0,26200.0,EUR,fr-fr,Montre Tank Américaine,https://www.cartier.com/fr-fr/product/CRWGTA0296
2026,CRWGTA0297,Tank,26400.0,26400.0,EUR,fr-fr,Montre Tank Américaine,https://www.cartier.com/fr-fr/product/CRWGTA0297
2026,CRWHSA0009,Santos,32900.0,32900.0,EUR,fr-fr,Montre squelette Santos de Cartier,https://www.cartier.com/fr-fr/product/CRWHSA0009
2026,CRWJBA0049,Other,33600.0,33600.0,EUR,fr-fr,Montre Baignoire,https://www.cartier.com/fr-fr/product/CRWJBA0049
2026,CRWHSA0027,Santos,34100.0,34100.0,EUR,fr-fr,Montre squelette Santos de Cartier,https://www.cartier.com/fr-fr/product/CRWHSA0027
2026,CRWJPN0070,Panthère,36500.0,36500.0,EUR,fr-fr,Montre Panthère de Cartier,https://www.cartier.com/fr-fr/product/CRWJPN0070
2026,CRWJBA0046,Other,43200.0,43200.0,EUR,fr-fr,Montre Baignoire,https://www.cartier.com/fr-fr/product/CRWJBA0046
2026,CRWJSA0014,Santos,49700.0,49700.0,EUR,fr-fr,Montre Santos de Cartier,https://www.cartier.com/fr-fr/product/CRWJSA0014
2026,CRWJTA0068,Tank,54000.0,54000.0,EUR,fr-fr,Montre Tank Américaine,https://www.cartier.com/fr-fr/product/CRWJTA0068
2026,CRWJBA0060,Other,72000.0,72000.0,EUR,fr-fr,Montre Baignoire,https://www.cartier.com/fr-fr/product/CRWJBA0060
2026,CRHPI01690,Other,82000.0,82000.0,EUR,fr-fr,Montre Tressage,https://www.cartier.com/fr-fr/product/CRHPI01690
2026,CRHPI01719,Panthère,91000.0,91000.0,EUR,fr-fr,Montre Panthère de Cartier,https://www.cartier.com/fr-fr/product/CRHPI01719
2026,CRHPI01693,Other,132000.0,132000.0,EUR,fr-fr,Montre Tressage,https://www.cartier.com/fr-fr/product/CRHPI01693
2026,CRHPI01722,Panthère,144000.0,144000.0,EUR,fr-fr,Montre Panthère de Cartier,https://www.cartier.com/fr-fr/product/CRHPI01722
2026,CRHPI01691,Other,144000.0,144000.0,EUR,fr-fr,Montre Tressage,https://www.cartier.com/fr-fr/product/CRHPI01691
2026,CRHPI01358,Panthère,161000.0,161000.0,EUR,fr-fr,Montre Joaillière Panthère,https://www.cartier.com/fr-fr/product/CRHPI01358
2026,CRHPI01775,Panthère,240000.0,240000.0,EUR,fr-fr,Montre Joaillière Panthère,https://www.cartier.com/fr-fr/product/CRHPI01775
2026,CRHPI01774,Panthère,252000.0,252000.0,EUR,fr-fr,Montre Joaillière Panthère,https://www.cartier.com/fr-fr/product/CRHPI01774
2026,CRHPI01776,Panthère,266000.0,266000.0,EUR,fr-fr,Montre Joaillière Panthère,https://www.cartier.com/fr-fr/product/CRHPI01776
