reference_code,local_reference,title,price,currency,url,collection,objectID
CRWSTA0137,WSTA0137,Montre Tank Must de Cartier,3550.0,EUR,https://www.cartier.com/fr-fr/product/CRWSTA0137,Tank,CRWSTA0137
CRWSTA0106,WSTA0106,Montre Tank Must de Cartier,4150.0,EUR,https://www.cartier.com/fr-fr/product/CRWSTA0106,Tank,CRWSTA0106
CRWSTA0116,WSTA0116,Montre Tank Américaine,3700.0,EUR,https://www.cartier.com/fr-fr/product/CRWSTA0116,Tank,CRWSTA0116
CRWSSA0089,WSSA0089,Montre Santos de Cartier,11300.0,EUR,https://www.cartier.com/fr-fr/product/CRWSSA0089,Santos de Cartier,CRWSSA0089
CRWSTA0105,WSTA0105,Montre Tank Française,5400.0,EUR,https://www.cartier.com/fr-fr/product/CRWSTA0105,Tank,CRWSTA0105
CRWSPN0016,WSPN0016,Montre Panthère de Cartier,6550.0,EUR,https://www.cartier.com/fr-fr/product/CRWSPN0016,Panthère de Cartier,CRWSPN0016
CRWSBB0062,WSBB0062,Montre Ballon Bleu de Cartier,6700.0,EUR,https://www.cartier.com/fr-fr/product/CRWSBB0062,Ballon Bleu de Cartier,CRWSBB0062
CRW4BB0021,W4BB0021,Montre Ballon Bleu de Cartier,8350.0,EUR,https://www.cartier.com/fr-fr/product/CRW4BB0021,Ballon Bleu de Cartier,CRW4BB0021
CRWGBA0040,WGBA0040,Montre Baignoire,8850.0,EUR,https://www.cartier.com/fr-fr/product/CRWGBA0040,Baignoire,CRWGBA0040
CRW2BB0037,W2BB0037,Montre Ballon Bleu de Cartier,10700.0,EUR,https://www.cartier.com/fr-fr/product/CRW2BB0037,Ballon Bleu de Cartier,CRW2BB0037
CRWGTA0353,WGTA0353,Montre Tank Américaine,9150.0,EUR,https://www.cartier.com/fr-fr/product/CRWGTA0353,Tank,CRWGTA0353
CRW2PN0019,W2PN0019,Montre Panthère de Cartier,10800.0,EUR,https://www.cartier.com/fr-fr/product/CRW2PN0019,Panthère de Cartier,CRW2PN0019
CRW2SA0016,W2SA0016,Montre Santos de Cartier,12200.0,EUR,https://www.cartier.com/fr-fr/product/CRW2SA0016,Santos de Cartier,CRW2SA0016
CRWGTA0343,WGTA0343,Montre Tank Louis Cartier,12900.0,EUR,https://www.cartier.com/fr-fr/product/CRWGTA0343,Tank,CRWGTA0343
CRWGBA0025,WGBA0025,Montre Baignoire,21000.0,EUR,https://www.cartier.com/fr-fr/product/CRWGBA0025,Baignoire,CRWGBA0025
CRWJTA0062,WJTA0062,Montre Tank Française,32800.0,EUR,https://www.cartier.com/fr-fr/product/CRWJTA0062,Tank,CRWJTA0062
CRW3PN0015,W3PN0015,Montre Panthère de Cartier,16100.0,EUR,https://www.cartier.com/fr-fr/product/CRW3PN0015,Panthère de Cartier,CRW3PN0015
CRW2SA0038,W2SA0038,Montre Santos-Dumont,6750.0,EUR,https://www.cartier.com/fr-fr/product/CRW2SA0038,Santos de Cartier,CRW2SA0038
CRWJPN0093,WJPN0093,Montre Panthère de Cartier,37700.0,EUR,https://www.cartier.com/fr-fr/product/CRWJPN0093,Panthère de Cartier,CRWJPN0093
CRWGTA0011,WGTA0011,Montre Tank Louis Cartier,14600.0,EUR,https://www.cartier.com/fr-fr/product/CRWGTA0011,Tank,CRWGTA0011
CRWGTA0010,WGTA0010,Montre Tank Louis Cartier,13100.0,EUR,https://www.cartier.com/fr-fr/product/CRWGTA0010,Tank,CRWGTA0010
CRHPI01777,HPI01777,Montre Joaillière Panthère,278000.0,EUR,https://www.cartier.com/fr-fr/product/CRHPI01777,Panthère Jewelry Watches,CRHPI01777
CRWGMC0004,WGMC0004,Montre Reflection de Cartier,,EUR,https://www.cartier.com/fr-fr/product/CRWGMC0004,Reflection de Cartier,CRWGMC0004
CRWGTA0344,WGTA0344,Montre Tank Française,25700.0,EUR,https://www.cartier.com/fr-fr/product/CRWGTA0344,Tank,CRWGTA0344
CRWSTA0053,WSTA0053,Montre Tank Must,5800.0,EUR,https://www.cartier.com/fr-fr/product/CRWSTA0053,Tank,CRWSTA0053
CRW2SA0009,W2SA0009,Montre Santos de Cartier,13500.0,EUR,https://www.cartier.com/fr-fr/product/CRW2SA0009,Santos de Cartier,CRW2SA0009
CRWJTA0058,WJTA0058,Montre Tank Américaine,17300.0,EUR,https://www.cartier.com/fr-fr/product/CRWJTA0058,Tank,CRWJTA0058
CRWSBB0044,WSBB0044,Montre Ballon Bleu de Cartier,6700.0,EUR,https://www.cartier.com/fr-fr/product/CRWSBB0044,Ballon Bleu de Cartier,CRWSBB0044
CRWSSA0086,WSSA0086,Montre Santos-Dumont,4700.0,EUR,https://www.cartier.com/fr-fr/product/CRWSSA0086,Santos de Cartier,CRWSSA0086
CRWSTA0067,WSTA0067,Montre Tank Française,6600.0,EUR,https://www.cartier.com/fr-fr/product/CRWSTA0067,Tank,CRWSTA0067
CRWSSA0071,WSSA0071,Montre Santos de Cartier,8900.0,EUR,https://www.cartier.com/fr-fr/product/CRWSSA0071,Santos de Cartier,CRWSSA0071
CRWSTA0117,WSTA0117,Montre Tank Américaine,4350.0,EUR,https://www.cartier.com/fr-fr/product/CRWSTA0117,Tank,CRWSTA0117
CRWSSA0037,WSSA0037,Montre Santos de Cartier,9250.0,EUR,https://www.cartier.com/fr-fr/product/CRWSSA0037,Santos de Cartier,CRWSSA0037
CRWSBB0030,WSBB0030,Montre Ballon Bleu de Cartier,6250.0,EUR,https://www.cartier.com/fr-fr/product/CRWSBB0030,Ballon Bleu de Cartier,CRWSBB0030
CRW2SA0037,W2SA0037,Montre Santos-Dumont,7200.0,EUR,https://www.cartier.com/fr-fr/product/CRW2SA0037,Santos de Cartier,CRW2SA0037
CRWSSA0039,WSSA0039,Montre Santos de Cartier,9500.0,EUR,https://www.cartier.com/fr-fr/product/CRWSSA0039,Santos de Cartier,CRWSSA0039
CRWSTA0108,WSTA0108,Montre Tank Must de Cartier,3900.0,EUR,https://www.cartier.com/fr-fr/product/CRWSTA0108,Tank,CRWSTA0108
CRWSTA0138,WSTA0138,Montre Tank Must de Cartier,3750.0,EUR,https://www.cartier.com/fr-fr/product/CRWSTA0138,Tank,CRWSTA0138
CRW2SA0034,W2SA0034,Montre Santos-Dumont,10500.0,EUR,https://www.cartier.com/fr-fr/product/CRW2SA0034,Santos de Cartier,CRW2SA0034
CRWSBB0028,WSBB0028,Montre Ballon Bleu de Cartier,6550.0,EUR,https://www.cartier.com/fr-fr/product/CRWSBB0028,Ballon Bleu de Cartier,CRWSBB0028
CRWSSA0018,WSSA0018,Montre Santos de Cartier,8900.0,EUR,https://www.cartier.com/fr-fr/product/CRWSSA0018,Santos de Cartier,CRWSSA0018
CRWSSA0085,WSSA0085,Montre Santos-Dumont,5000.0,EUR,https://www.cartier.com/fr-fr/product/CRWSSA0085,Santos de Cartier,CRWSSA0085
CRWSSA0061,WSSA0061,Montre Santos de Cartier,8100.0,EUR,https://www.cartier.com/fr-fr/product/CRWSSA0061,Santos de Cartier,CRWSSA0061
CRWJBA0042,WJBA0042,Montre Baignoire,29400.0,EUR,https://www.cartier.com/fr-fr/product/CRWJBA0042,Baignoire,CRWJBA0042
CRWGTA0341,WGTA0341,Montre Tank Américaine,9150.0,EUR,https://www.cartier.com/fr-fr/product/CRWGTA0341,Tank,CRWGTA0341
CRWSBB0068,WSBB0068,Montre Ballon Bleu de Cartier,6700.0,EUR,https://www.cartier.com/fr-fr/product/CRWSBB0068,Ballon Bleu de Cartier,CRWSBB0068
CRWJTA0057,WJTA0057,Montre Tank Américaine,29900.0,EUR,https://www.cartier.com/fr-fr/product/CRWJTA0057,Tank,CRWJTA0057
CRWSTA0113,WSTA0113,Montre Tank Must de Cartier,3900.0,EUR,https://www.cartier.com/fr-fr/product/CRWSTA0113,Tank,CRWSTA0113
