reference_code,title,price,currency,url,collection,objectID
,,"9,400€",EUR,,,CRB8301416
,,"10,100€",EUR,,,CRB7225011
,,"12,100€",EUR,,,CRB7225009
,,"12,400€",EUR,,,CRN8515219
,,"14,300€",EUR,,,CRB8301503
,,"42,900€",EUR,,,CRN7424524
,,,EUR,,,CRN8502300
,,,EUR,,,CRN7411900
,,,EUR,,,CRN4743600
,,,EUR,,,CRN4724900
,,,EUR,,,CRN4204200
,,"8,000€",EUR,,,CRB5003909
,,"11,800€",EUR,,,CRB8301524
,,"55,500€",EUR,,,CRB7225001
,,,EUR,,,CRN8515231
,,,EUR,,,CRN7424447
,,,EUR,,,CRN4794900
,,,EUR,,,CRN4792500
,,,EUR,,,CRN4791900
,,,EUR,,,CRN4791300
,,,EUR,,,CRN4163600
,,,EUR,,,CRHP800805
,,,EUR,,,CRHP800797
,,,EUR,,,CRHP800794
,,,EUR,,,CRHP800555
,,"5,850€",EUR,,,CRB6084600
,,"6,500€",EUR,,,CRB7225004
,,8000,EUR,,,CRB4083300
,,"9,900€",EUR,,,CRB7058400
,,"2,260€",EUR,,,CRB8301424
,,"6,250€",EUR,,,CRB6084700
,,"6,950€",EUR,,,CRB7216300
,,"10,600€",EUR,,,CRB7058000
,,"14,400€",EUR,,,CRN8515193
,,"5,850€",EUR,,,CRB6084500
,,"6,500€",EUR,,,CRB7224528
,,"9,900€",EUR,,,CRB7224527
,,"13,400€",EUR,,,CRN8515192
,,,EUR,,,CRN4774600
,,"13,300€",EUR,,,CRB8044700
,,"19,400€",EUR,,,CRN6036700
,,"27,200€",EUR,,,CRN7424121
,,"27,900€",EUR,,,CRN8515072
,,"27,900€",EUR,,,CRN7059200
,,60000,EUR,,,CRH4406800
,,"164,000€",EUR,,,CRH7001265
,,"196,000€",EUR,,,CRH6015317
,,"229,000€",EUR,,,CRH6043317
,,"397,000€",EUR,,,CRH7001185
,,"28,400€",EUR,,,CRN5300310
,,"50,500€",EUR,,,CRN8503200
,,51000,EUR,,,CRH4315200
,,"56,000€",EUR,,,CRN8515073
,,"56,500€",EUR,,,CRH8001172
,,60000,EUR,,,CRH4412800
,,81500,EUR,,,CRH4275500
,,"87,000€",EUR,,,CRN6726217
,,"99,000€",EUR,,,CRH7000331
,,"172,000€",EUR,,,CRH6045517
,,"244,000€",EUR,,,CRH7000539
,,"253,000€",EUR,,,CRH6025517
,,"292,000€",EUR,,,CRH7000538
,,"293,000€",EUR,,,CRH7000329
,,"306,000€",EUR,,,CRH7001183
,,"351,000€",EUR,,,CRH6031917
,,"421,000€",EUR,,,CRH6031617
,,,EUR,,,CRN8515157
,,,EUR,,,CRN7424298
,,,EUR,,,CRHP700899
,,,EUR,,,CRH8001065
,,,EUR,,,CRH8000666
,,,EUR,,,CRH8000665
,,,EUR,,,CRH6043416
,,,EUR,,,CRH4348100
,,"19,300€",EUR,,,CRN8515226
,,"27,200€",EUR,,,CRN7424239
,,"31,500€",EUR,,,CRN8515235
,,57500,EUR,,,CRH4346700
,,"83,000€",EUR,,,CRH6036617
,,"102,000€",EUR,,,CRH8001060
,,"102,000€",EUR,,,CRH7000865
,,"103,000€",EUR,,,CRH8001011
,,103000,EUR,,,CRH4398500
,,"105,000€",EUR,,,CRH7000333
,,"137,000€",EUR,,,CRH7001056
,,"197,000€",EUR,,,CRH6043817
,,"211,000€",EUR,,,CRH8000485
,,"244,000€",EUR,,,CRH7000884
,,"244,000€",EUR,,,CRH7000866
,,"266,000€",EUR,,,CRH6025717
,,"308,000€",EUR,,,CRH7000310
,,"334,000€",EUR,,,CRH6041817
,,"477,000€",EUR,,,CRH7000325
,,"50,500€",EUR,,,CRH8001171
,,"60,000€",EUR,,,CRH5000125
,,60000,EUR,,,CRH4414200
,,60000,EUR,,,CRH4412700
,,63000,EUR,,,CRN4251300
,,"90,000€",EUR,,,CRH8001181
,,"126,000€",EUR,,,CRH6047317
,,"126,000€",EUR,,,CRH6047316
,,"156,000€",EUR,,,CRH6045417
,,"258,000€",EUR,,,CRH7001182
,,"360,000€",EUR,,,CRH7001200
,,,EUR,,,CRN4197600
,,,EUR,,,CRH4190000
,,"16,400€",EUR,,,CRN7424568
,,"16,400€",EUR,,,CRN7424567
,,29800,EUR,,,CRN4824700
,,"3,700€",EUR,,,CRB7224814
,,530€,EUR,,,CRL3002187
,,530€,EUR,,,CRL3002186
,,"1,700€",EUR,,,CRL1002469
,,"1,700€",EUR,,,CRL1002468
,,"2,650€",EUR,,,CRL1002477
,,"2,650€",EUR,,,CRL1002476
,,"7,500€",EUR,,,CRB8301430
,,"30,000€",EUR,,,CRN8515308
,,"33,600€",EUR,,,CRN8515271
,,"8,000€",EUR,,,CRB8301431
,,"8,600€",EUR,,,CRB7224898
,,"8,600€",EUR,,,CRB7224897
,,"32,200€",EUR,,,CRN8515008
,,"36,000€",EUR,,,CRN8515272
,,"402,000€",EUR,,,CRHP601192
,,"427,000€",EUR,,,CRH6004717
,,"575,000€",EUR,,,CRH7000221
,,"7,500€",EUR,,,CRB8301429
,,"14,400€",EUR,,,CRN7413500
,,"30,000€",EUR,,,CRN8515009
,,"33,600€",EUR,,,CRN8515270
,,"84,000€",EUR,,,CRN7424512
,,"3,550€",EUR,,,CRWSTA0137
,,"3,750€",EUR,,,CRWSTA0138
,,"3,900€",EUR,,,CRWSTA0115
,,"3,900€",EUR,,,CRWSTA0113
,,"4,200€",EUR,,,CRWSTA0129
,,"4,200€",EUR,,,CRB8301245
,,"4,350€",EUR,,,CRWSTA0117
,,"4,700€",EUR,,,CRWSSA0086
,,"5,000€",EUR,,,CRWSSA0085
,,"5,000€",EUR,,,CRWSPN0013
,,"5,400€",EUR,,,CRWSTA0105
,,"5,500€",EUR,,,CRWSBB0073
,,"5,800€",EUR,,,CRWSTA0053
,,"6,250€",EUR,,,CRWSBB0030
,,"6,550€",EUR,,,CRWSSA0082
,,"6,550€",EUR,,,CRWSPN0016
,,"6,550€",EUR,,,CRWSBB0028
,,"6,600€",EUR,,,CRWSTA0067
,,"6,700€",EUR,,,CRWSBB0068
,,"6,700€",EUR,,,CRWSBB0062
,,"6,700€",EUR,,,CRWSBB0044
,,"6,750€",EUR,,,CRWSTA0083
,,"7,150€",EUR,,,CRWSBB0048
,,"7,400€",EUR,,,CRW4TA0030
,,"7,450€",EUR,,,CRWSSA0032
,,"7,600€",EUR,,,CRWSBB0026
,,"8,050€",EUR,,,CRWSBB0049
,,"8,100€",EUR,,,CRWSSA0063
,,"8,100€",EUR,,,CRWSSA0061
,,"8,100€",EUR,,,CRWSSA0029
,,"8,350€",EUR,,,CRW4BB0021
,,"8,400€",EUR,,,CRWSSA0046
,,"8,900€",EUR,,,CRWSSA0096
,,"8,900€",EUR,,,CRWSSA0071
,,"8,900€",EUR,,,CRWSSA0062
,,"8,900€",EUR,,,CRWSSA0018
,,"9,100€",EUR,,,CRW4PN0016
,,"9,200€",EUR,,,CRW4TA0029
,,"9,200€",EUR,,,CRB8301247
,,"10,500€",EUR,,,CRWSSA0076
,,"10,600€",EUR,,,CRW4TA0028
,,"12,900€",EUR,,,CRW4BB0037
,,"12,900€",EUR,,,CRW4BB0023
,,"14,900€",EUR,,,CRW4BB0035
,,"15,200€",EUR,,,CRW4SA0005
,,"18,400€",EUR,,,CRN8515096
,,"32,900€",EUR,,,CRWHSA0015
,,"33,500€",EUR,,,CRWHSA0032
,,"34,100€",EUR,,,CRWHSA0028
,,"34,100€",EUR,,,CRWHSA0026
,,"34,700€",EUR,,,CRWHSA0044
,,"114,000€",EUR,,,CRH8001243
,,153000,EUR,,,CRH4405900
,,"166,000€",EUR,,,CRH8001099
,,"209,000€",EUR,,,CRH5000102
,,"297,000€",EUR,,,CRH6013117
,,"466,000€",EUR,,,CRH6044117
,,"730,000€",EUR,,,CRH7001100
,,,EUR,,,CRN4816600
,,"2,960€",EUR,,,CRB6040400
,,"3,100€",EUR,,,CRB7221700
,,"3,350€",EUR,,,CRB3153117
,,"3,800€",EUR,,,CRB3153119
,,"4,450€",EUR,,,CRB8301226
,,7050,EUR,,,CRN4820200
,,"9,850€",EUR,,,CRB8301227
,,"12,300€",EUR,,,CRB8032600
,,"13,600€",EUR,,,CRN7424283
,,"16,600€",EUR,,,CRN8515155
,,"17,200€",EUR,,,CRN7424287
,,"18,300€",EUR,,,CRN8050700
,,"19,700€",EUR,,,CRN8515086
,,"20,600€",EUR,,,CRN8515133
,,"21,100€",EUR,,,CRN8515094
,,"24,600€",EUR,,,CRN7424321
,,"25,700€",EUR,,,CRN8515137
,,"26,300€",EUR,,,CRN8515269
,,28200,EUR,,,CRN4775000
,,"32,600€",EUR,,,CRN8515314
,,"36,100€",EUR,,,CRH8000465
,,"36,300€",EUR,,,CRN8515211
,,"38,700€",EUR,,,CRN8515188
,,"39,000€",EUR,,,CRN7413100
,,"42,200€",EUR,,,CRH8001142
,,42500,EUR,,,CRN4758300
,,"43,400€",EUR,,,CRN7424409
,,"43,800€",EUR,,,CRN6701000
,,"46,800€",EUR,,,CRN7424122
,,46800,EUR,,,CRN4790400
,,"51,500€",EUR,,,CRH8001103
,,58000,EUR,,,CRH4363200
,,"59,500€",EUR,,,CRN7424209
,,"60,000€",EUR,,,CRH8000455
,,61500,EUR,,,CRH4386200
,,63000,EUR,,,CRH4398400
,,63000,EUR,,,CRH4345500
,,"76,000€",EUR,,,CRH8000746
,,"90,000€",EUR,,,CRH8001070
,,"90,000€",EUR,,,CRH6023617
,,"90,500€",EUR,,,CRH8000215
,,92000,EUR,,,CRH4371400
,,"92,500€",EUR,,,CRN7424212
,,92500,EUR,,,CRH4415100
,,"95,500€",EUR,,,CRH8000893
,,"96,000€",EUR,,,CRH8000738
,,96000,EUR,,,CRH4414100
,,96500,EUR,,,CRH4300800
,,"97,500€",EUR,,,CRN8045900
,,"98,000€",EUR,,,CRH8000330
,,"98,500€",EUR,,,CRH8000761
,,98500,EUR,,,CRH4312100
,,"99,000€",EUR,,,CRH6023817
,,"100,000€",EUR,,,CRH8001105
,,"102,000€",EUR,,,CRH8000780
,,102000,EUR,,,CRH4413800
,,"103,000€",EUR,,,CRH8001154
,,"103,000€",EUR,,,CRH6030017
,,103000,EUR,,,CRH4411100
,,106000,EUR,,,CRH4403400
,,"107,000€",EUR,,,CRH8000629
,,107000,EUR,,,CRH4333700
,,"108,000€",EUR,,,CRN8503300
,,110000,EUR,,,CRH4380800
,,"111,000€",EUR,,,CRH6023716
,,115000,EUR,,,CRH4384500
,,"120,000€",EUR,,,CRH8001258
,,"120,000€",EUR,,,CRH8001134
,,"124,000€",EUR,,,CRH8001010
,,"124,000€",EUR,,,CRH8000932
,,126000,EUR,,,CRH4346400
,,"127,000€",EUR,,,CRH6024117
,,"129,000€",EUR,,,CRH8000459
,,132000,EUR,,,CRH4411000
,,"133,000€",EUR,,,CRH8000125
,,134000,EUR,,,CRH4373200
,,"137,000€",EUR,,,CRH8000994
,,"137,000€",EUR,,,CRH7000740
,,"137,000€",EUR,,,CRH7000301
,,"140,000€",EUR,,,CRH6024217
,,"143,000€",EUR,,,CRN3109100
,,"144,000€",EUR,,,CRH8001259
