reference_code,url,price,currency,life_span,material_label,size_label,collection
HPI01509-LA-PANTH%C3%A8RE%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.HTML,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/panth%C3%A8re%E7%BE%8E%E6%B4%B2%E8%B1%B9%E7%8F%A0%E5%AF%B6%E8%85%95%E9%8C%B6/hpi01509-la-panth%C3%A8re%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.html,2150000.0,TWD,Q4 May 2022,Other,Medium,Other
HPI01553-JOAILL%C3%A8RE-PANTH%C3%A8RE-%E8%85%95%E9%8C%B6.HTML,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/panth%C3%A8re%E7%BE%8E%E6%B4%B2%E8%B1%B9%E7%8F%A0%E5%AF%B6%E8%85%95%E9%8C%B6/hpi01553-joaill%C3%A8re-panth%C3%A8re-%E8%85%95%E9%8C%B6.html,7300000.0,TWD,Q4 May 2022,Other,Medium,Other
HPI01096-PANTH%C3%A8RE-DE-CARTIER%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.HTML,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/panth%C3%A8re-de-cartier%E7%B3%BB%E5%88%97/hpi01096-panth%C3%A8re-de-cartier%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.html,4430000.0,TWD,Q4 May 2022,Other,Medium,Other
HPI01129-PANTH%C3%A8RE-DE-CARTIER%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.HTML,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/panth%C3%A8re-de-cartier%E7%B3%BB%E5%88%97/hpi01129-panth%C3%A8re-de-cartier%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.html,2630000.0,TWD,Q4 May 2022,Other,Medium,Other
HPI01130-PANTH%C3%A8RE-DE-CARTIER%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.HTML,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/panth%C3%A8re-de-cartier%E7%B3%BB%E5%88%97/hpi01130-panth%C3%A8re-de-cartier%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.html,3670000.0,TWD,Q4 May 2022,Other,Medium,Other
HPI01131-PANTH%C3%A8RE-DE-CARTIER%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.HTML,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/panth%C3%A8re-de-cartier%E7%B3%BB%E5%88%97/hpi01131-panth%C3%A8re-de-cartier%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.html,2470000.0,TWD,Q4 May 2022,Other,Medium,Other
HPI01325-PANTH%C3%A8RE-DE-CARTIER%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.HTML,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/panth%C3%A8re-de-cartier%E7%B3%BB%E5%88%97/hpi01325-panth%C3%A8re-de-cartier%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.html,2320000.0,TWD,Q4 May 2022,Other,Medium,Other
HPI01326-PANTH%C3%A8RE-DE-CARTIER%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.HTML,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/panth%C3%A8re-de-cartier%E7%B3%BB%E5%88%97/hpi01326-panth%C3%A8re-de-cartier%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.html,2160000.0,TWD,Q4 May 2022,Other,Medium,Other
W2PN0006-PANTH%C3%A8RE-DE-CARTIER%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.HTML,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/panth%C3%A8re-de-cartier%E7%B3%BB%E5%88%97/w2pn0006-panth%C3%A8re-de-cartier%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.html,235000.0,TWD,Q4 May 2022,Other,Medium,Other
W2PN0007-PANTH%C3%A8RE-DE-CARTIER%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.HTML,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/panth%C3%A8re-de-cartier%E7%B3%BB%E5%88%97/w2pn0007-panth%C3%A8re-de-cartier%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.html,258000.0,TWD,Q4 May 2022,Other,Medium,Other
W3PN0006-PANTH%C3%A8RE-DE-CARTIER%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.HTML,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/panth%C3%A8re-de-cartier%E7%B3%BB%E5%88%97/w3pn0006-panth%C3%A8re-de-cartier%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.html,356000.0,TWD,Q4 May 2022,Other,Medium,Other
W3PN0007-PANTH%C3%A8RE-DE-CARTIER%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.HTML,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/panth%C3%A8re-de-cartier%E7%B3%BB%E5%88%97/w3pn0007-panth%C3%A8re-de-cartier%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.html,398000.0,TWD,Q4 May 2022,Other,Medium,Other
W4PN0007-PANTH%C3%A8RE-DE-CARTIER%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.HTML,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/panth%C3%A8re-de-cartier%E7%B3%BB%E5%88%97/w4pn0007-panth%C3%A8re-de-cartier%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.html,246000.0,TWD,Q4 May 2022,Other,Medium,Other
W4PN0008-PANTH%C3%A8RE-DE-CARTIER%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.HTML,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/panth%C3%A8re-de-cartier%E7%B3%BB%E5%88%97/w4pn0008-panth%C3%A8re-de-cartier%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.html,284000.0,TWD,Q4 May 2022,Other,Medium,Other
W4PN0013-PANTH%C3%A8RE-DE-CARTIER%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.HTML,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/panth%C3%A8re-de-cartier%E7%B3%BB%E5%88%97/w4pn0013-panth%C3%A8re-de-cartier%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.html,253000.0,TWD,Q4 May 2022,Other,Medium,Other
WGPN0006-PANTH%C3%A8RE-DE-CARTIER%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.HTML,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/panth%C3%A8re-de-cartier%E7%B3%BB%E5%88%97/wgpn0006-panth%C3%A8re-de-cartier%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.html,640000.0,TWD,Q4 May 2022,Other,Medium,Other
WGPN0007-PANTH%C3%A8RE-DE-CARTIER%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.HTML,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/panth%C3%A8re-de-cartier%E7%B3%BB%E5%88%97/wgpn0007-panth%C3%A8re-de-cartier%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.html,735000.0,TWD,Q4 May 2022,Other,Medium,Other
WGPN0008-PANTH%C3%A8RE-DE-CARTIER%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.HTML,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/panth%C3%A8re-de-cartier%E7%B3%BB%E5%88%97/wgpn0008-panth%C3%A8re-de-cartier%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.html,640000.0,TWD,Q4 May 2022,Other,Medium,Other
WGPN0009-PANTH%C3%A8RE-DE-CARTIER%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.HTML,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/panth%C3%A8re-de-cartier%E7%B3%BB%E5%88%97/wgpn0009-panth%C3%A8re-de-cartier%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.html,735000.0,TWD,Q4 May 2022,Other,Medium,Other
WGPN0013-PANTH%C3%A8RE-DE-CARTIER%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.HTML,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/panth%C3%A8re-de-cartier%E7%B3%BB%E5%88%97/wgpn0013-panth%C3%A8re-de-cartier%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.html,1070000.0,TWD,Q4 May 2022,Other,Medium,Other
WGPN0016-PANTH%C3%A8RE-DE-CARTIER%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.HTML,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/panth%C3%A8re-de-cartier%E7%B3%BB%E5%88%97/wgpn0016-panth%C3%A8re-de-cartier%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.html,580000.0,TWD,Q4 May 2022,Other,Medium,Other
WGPN0018-PANTH%C3%A8RE-DE-CARTIER%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.HTML,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/panth%C3%A8re-de-cartier%E7%B3%BB%E5%88%97/wgpn0018-panth%C3%A8re-de-cartier%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.html,1270000.0,TWD,Q4 May 2022,Other,Medium,Other
WGPN0031-PANTH%C3%A8RE-DE-CARTIER%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.HTML,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/panth%C3%A8re-de-cartier%E7%B3%BB%E5%88%97/wgpn0031-panth%C3%A8re-de-cartier%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.html,645000.0,TWD,Q4 May 2022,Other,Medium,Other
WJPN0006-PANTH%C3%A8RE-DE-CARTIER%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.HTML,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/panth%C3%A8re-de-cartier%E7%B3%BB%E5%88%97/wjpn0006-panth%C3%A8re-de-cartier%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.html,820000.0,TWD,Q4 May 2022,Other,Medium,Other
WJPN0007-PANTH%C3%A8RE-DE-CARTIER%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.HTML,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/panth%C3%A8re-de-cartier%E7%B3%BB%E5%88%97/wjpn0007-panth%C3%A8re-de-cartier%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.html,945000.0,TWD,Q4 May 2022,Other,Medium,Other
WJPN0008-PANTH%C3%A8RE-DE-CARTIER%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.HTML,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/panth%C3%A8re-de-cartier%E7%B3%BB%E5%88%97/wjpn0008-panth%C3%A8re-de-cartier%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.html,760000.0,TWD,Q4 May 2022,Other,Medium,Other
WJPN0009-PANTH%C3%A8RE-DE-CARTIER%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.HTML,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/panth%C3%A8re-de-cartier%E7%B3%BB%E5%88%97/wjpn0009-panth%C3%A8re-de-cartier%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.html,885000.0,TWD,Q4 May 2022,Other,Medium,Other
WJPN0014-PANTH%C3%A8RE-DE-CARTIER%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.HTML,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/panth%C3%A8re-de-cartier%E7%B3%BB%E5%88%97/wjpn0014-panth%C3%A8re-de-cartier%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.html,1200000.0,TWD,Q4 May 2022,Other,Medium,Other
WJPN0019-PANTH%C3%A8RE-DE-CARTIER%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.HTML,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/panth%C3%A8re-de-cartier%E7%B3%BB%E5%88%97/wjpn0019-panth%C3%A8re-de-cartier%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.html,905000.0,TWD,Q4 May 2022,Other,Medium,Other
WJPN0020-PANTH%C3%A8RE-DE-CARTIER%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.HTML,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/panth%C3%A8re-de-cartier%E7%B3%BB%E5%88%97/wjpn0020-panth%C3%A8re-de-cartier%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.html,840000.0,TWD,Q4 May 2022,Other,Medium,Other
WJPN0022-PANTH%C3%A8RE-DE-CARTIER%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.HTML,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/panth%C3%A8re-de-cartier%E7%B3%BB%E5%88%97/wjpn0022-panth%C3%A8re-de-cartier%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.html,1400000.0,TWD,Q4 May 2022,Other,Medium,Other
WJPN0035-PANTH%C3%A8RE-DE-CARTIER%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.HTML,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/panth%C3%A8re-de-cartier%E7%B3%BB%E5%88%97/wjpn0035-panth%C3%A8re-de-cartier%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.html,770000.0,TWD,Q4 May 2022,Other,Medium,Other
WSPN0006-PANTH%C3%A8RE-DE-CARTIER%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.HTML,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/panth%C3%A8re-de-cartier%E7%B3%BB%E5%88%97/wspn0006-panth%C3%A8re-de-cartier%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.html,116000.0,TWD,Q4 May 2022,Other,Medium,Other
WSPN0007-PANTH%C3%A8RE-DE-CARTIER%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.HTML,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/panth%C3%A8re-de-cartier%E7%B3%BB%E5%88%97/wspn0007-panth%C3%A8re-de-cartier%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.html,147000.0,TWD,Q4 May 2022,Other,Medium,Other
WSPN0010-PANTH%C3%A8RE-DE-CARTIER%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.HTML,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/panth%C3%A8re-de-cartier%E7%B3%BB%E5%88%97/wspn0010-panth%C3%A8re-de-cartier%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.html,123000.0,TWD,Q4 May 2022,Other,Medium,Other
WSPN0019-PANTH%C3%A8RE-DE-CARTIER%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.HTML,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/panth%C3%A8re-de-cartier%E7%B3%BB%E5%88%97/wspn0019-panth%C3%A8re-de-cartier%E7%BE%8E%E6%B4%B2%E8%B1%B9%E8%85%95%E9%8C%B6.html,93500.0,TWD,Q4 May 2022,Other,Medium,Other
W2PA0007-PASHA-DE-CARTIER%E8%85%95%E9%8C%B6.HTML,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/pasha-de-cartier%E7%B3%BB%E5%88%97/w2pa0007-pasha-de-cartier%E8%85%95%E9%8C%B6.html,258000.0,TWD,Q4 May 2022,Other,Medium,Pasha
W2PA0008-PASHA-DE-CARTIER%E8%85%95%E9%8C%B6.HTML,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/pasha-de-cartier%E7%B3%BB%E5%88%97/w2pa0008-pasha-de-cartier%E8%85%95%E9%8C%B6.html,303000.0,TWD,Q4 May 2022,Other,Medium,Pasha
WGPA0014-PASHA-DE-CARTIER%E8%85%95%E9%8C%B6.HTML,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/pasha-de-cartier%E7%B3%BB%E5%88%97/wgpa0014-pasha-de-cartier%E8%85%95%E9%8C%B6.html,443000.0,TWD,Q4 May 2022,Other,Medium,Pasha
WGPA0018-PASHA-DE-CARTIER%E8%85%95%E9%8C%B6.HTML,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/pasha-de-cartier%E7%B3%BB%E5%88%97/wgpa0018-pasha-de-cartier%E8%85%95%E9%8C%B6.html,356000.0,TWD,Q4 May 2022,Other,Medium,Pasha
WJPA0012-PASHA-DE-CARTIER%E8%85%95%E9%8C%B6.HTML,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/pasha-de-cartier%E7%B3%BB%E5%88%97/wjpa0012-pasha-de-cartier%E8%85%95%E9%8C%B6.html,775000.0,TWD,Q4 May 2022,Other,Medium,Pasha
WJPA0013-PASHA-DE-CARTIER%E8%85%95%E9%8C%B6.HTML,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/pasha-de-cartier%E7%B3%BB%E5%88%97/wjpa0013-pasha-de-cartier%E8%85%95%E9%8C%B6.html,1200000.0,TWD,Q4 May 2022,Other,Medium,Pasha
WJPA0014-PASHA-DE-CARTIER%E8%85%95%E9%8C%B6.HTML,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/pasha-de-cartier%E7%B3%BB%E5%88%97/wjpa0014-pasha-de-cartier%E8%85%95%E9%8C%B6.html,3910000.0,TWD,Q4 May 2022,Other,Medium,Pasha
WJPA0017-PASHA-DE-CARTIER%E8%85%95%E9%8C%B6.HTML,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/pasha-de-cartier%E7%B3%BB%E5%88%97/wjpa0017-pasha-de-cartier%E8%85%95%E9%8C%B6.html,560000.0,TWD,Q4 May 2022,Other,Medium,Pasha
WSPA0012-PASHA-DE-CARTIER%E8%85%95%E9%8C%B6.HTML,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/pasha-de-cartier%E7%B3%BB%E5%88%97/wspa0012-pasha-de-cartier%E8%85%95%E9%8C%B6.html,177000.0,TWD,Q4 May 2022,Other,Medium,Pasha
WSPA0013-PASHA-DE-CARTIER%E8%85%95%E9%8C%B6.HTML,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/pasha-de-cartier%E7%B3%BB%E5%88%97/wspa0013-pasha-de-cartier%E8%85%95%E9%8C%B6.html,190000.0,TWD,Q4 May 2022,Other,Medium,Pasha
WSPA0021-PASHA-DE-CARTIER%E8%85%95%E9%8C%B6.HTML,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/pasha-de-cartier%E7%B3%BB%E5%88%97/wspa0021-pasha-de-cartier%E8%85%95%E9%8C%B6.html,156000.0,TWD,Q4 May 2022,Other,Medium,Pasha
W6800151-RONDE-LOUIS-CARTIER%E8%85%95%E9%8C%B6.HTML,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/ronde-de-cartier%E7%B3%BB%E5%88%97/ronde-louis-cartier%E8%85%95%E9%8C%B6/w6800151-ronde-louis-cartier%E8%85%95%E9%8C%B6.html,251000.0,TWD,Q4 May 2022,Other,Medium,Other
W6800251-RONDE-LOUIS-CARTIER%E8%85%95%E9%8C%B6.HTML,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/ronde-de-cartier%E7%B3%BB%E5%88%97/ronde-louis-cartier%E8%85%95%E9%8C%B6/w6800251-ronde-louis-cartier%E8%85%95%E9%8C%B6.html,341000.0,TWD,Q4 May 2022,Other,Medium,Other
WGRN0006-RONDE-LOUIS-CARTIER%E8%85%95%E9%8C%B6.HTML,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/ronde-de-cartier%E7%B3%BB%E5%88%97/ronde-louis-cartier%E8%85%95%E9%8C%B6/wgrn0006-ronde-louis-cartier%E8%85%95%E9%8C%B6.html,363000.0,TWD,Q4 May 2022,Other,Medium,Other
WR000251-RONDE-LOUIS-CARTIER%E8%85%95%E9%8C%B6.HTML,https://www.tw.cartier.com/zh-tw/%E7%B3%BB%E5%88%97/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/ronde-de-cartier%E7%B3%BB%E5%88%97/ronde-louis-cartier%E8%85%95%E9%8C%B6/wr000251-ronde-louis-cartier%E8%85%95%E9%8C%B6.html,555000.0,TWD,Q4 May 2022,Other,Medium,Other
