reference_code,url,price,currency,life_span,material_label,size_label,collection
WT100015,https://www.cartier.com/en-ae/watches/tank-anglaise-watch-CRWT100015.html,88000.0,AED,Q4 April 2022,Other,Medium,Tank
WT100018,https://www.cartier.com/en-ae/watches/tank-anglaise-watch-CRWT100018.html,128000.0,AED,Q4 April 2022,Other,Medium,Tank
WT100029,https://www.cartier.com/en-ae/watches/tank-anglaise-watch-CRWT100029.html,97000.0,AED,Q4 April 2022,Other,Medium,Tank
B4234352,https://www.cartier.com/en-gb/les-berlingots-de-cartier-ring_cod6630340695934536.html?share=%7B%22size%22%3A%2252%22%7D#dept=EU_Les-Berlingots-de-Cartier,2570.0,GBP,Q4 August 2022,Other,Medium,Other
B4234952,https://www.cartier.com/en-gb/les-berlingots-de-cartier-ring_cod6630340695934582.html?share=%7B%22size%22%3A%2252%22%7D#dept=EU_Les-Berlingots-de-Cartier,4200.0,GBP,Q4 August 2022,Other,Medium,Other
B7224778,https://www.cartier.com/en-us/jewelry/necklaces/juste-un-clou-necklace-CRB7224778.html,1240.0,USD,Q4 August 2022,Other,Medium,Other
HSA40096,https://www.cartier.com/en-us/jewelry/rings/antique-piece-ring-CRHSA40096.html,97500.0,USD,Q4 August 2022,Other,Medium,Other
N4774000,https://www.cartier.com/en-us/jewelry/rings/love-solitaire-CRN4774000.html,1170.0,USD,Q4 August 2022,Other,Medium,Other
WGPA0016,https://www.cartier.com/en-us/watches/collections/pasha-de-cartier/pasha-de-cartier-watch-CRWGPA0016.html,14900.0,USD,Q4 August 2022,Other,Medium,Pasha
B7224906,https://www.cartier.cn/creation/B7224906,25900.0,CNY,Q4 December 2022,Other,Medium,Other
WHSA0023,https://www.cartier.cn/creation/WHSA0023,213800.0,CNY,Q4 December 2022,Other,Medium,Other
WHSA0024,https://www.cartier.cn/creation/WHSA0024,250000.0,CNY,Q4 December 2022,Other,Medium,Other
WJSA0020,https://www.cartier.cn/creation/WJSA0020,211000.0,CNY,Q4 December 2022,Other,Medium,Other
WSSA0040,https://www.cartier.cn/creation/WSSA0040,29900.0,CNY,Q4 December 2022,Other,Medium,Other
WSSA0041,https://www.cartier.cn/creation/WSSA0041,28000.0,CNY,Q4 December 2022,Other,Medium,Other
WSSA0044,https://www.cartier.cn/creation/WSSA0044,45200.0,CNY,Q4 December 2022,Other,Medium,Other
OG000584,https://www.cartier.com/en-ae/art-of-living/personal-accessories/cufflinks/clash-%5Bun%5Dlimited-chain-pocket-gem-CROG000584.html,67500.0,AED,Q4 December 2022,Other,Medium,Other
 B6027000,https://www.cartier.com/en-ae/jewellery/bracelets/love-bracelet-CRB6027000.html,6850.0,AED,Q4 December 2022,Other,Medium,Other
 B6027100,https://www.cartier.com/en-ae/jewellery/bracelets/love-bracelet-CRB6027100.html,6850.0,AED,Q4 December 2022,Other,Medium,Other
 B6027200,https://www.cartier.com/en-ae/jewellery/bracelets/love-bracelet-CRB6027200.html,7350.0,AED,Q4 December 2022,Other,Medium,Other
 B6038100,https://www.cartier.com/en-ae/jewellery/bracelets/love-bracelet-CRB6038100.html,8750.0,AED,Q4 December 2022,Other,Medium,Other
 B6038300,https://www.cartier.com/en-ae/jewellery/bracelets/love-bracelet-CRB6038300.html,8200.0,AED,Q4 December 2022,Other,Medium,Other
 B6063600,https://www.cartier.com/en-ae/jewellery/bracelets/love-bracelet-CRB6063600.html,8200.0,AED,Q4 December 2022,Other,Medium,Other
 B6064717,https://www.cartier.com/en-ae/jewellery/bracelets/love-bracelet-CRB6064717.html,34200.0,AED,Q4 December 2022,Other,Medium,Other
N8515222,https://www.cartier.com/en-ae/jewellery/earrings/agrafe-earrings-CRN8515222.html,134000.0,AED,Q4 December 2022,Other,Medium,Other
N4746200,https://www.cartier.com/en-ae/les-oiseaux-liberes-ring-CRN4746200.html,220000.0,AED,Q4 December 2022,Other,Medium,Other
N4232400,https://www.cartier.com/en-ae/paris-nouvelle-vague-ring-CRN4232400.html,37400.0,AED,Q4 December 2022,Other,Medium,Other
H4386200,https://www.cartier.com/en-ae/reflection-de-cartier-ring-CRH4386200.html,171000.0,AED,Q4 December 2022,Other,Medium,Other
WSSA0055,https://www.cartier.com/en-ae/watches/collections/santos-de-cartier/santos-de-cartier-watch-CRWSSA0055.html,29800.0,AED,Q4 December 2022,Other,Medium,Santos
N4788100,https://www.cartier.com/fr-ch/bague-panthere-de-cartier_cod1647597298556116.html#dept=EU_Jewellery,15700.0,CHF,Q4 December 2022,Other,Medium,Panthere
N4788200,https://www.cartier.com/fr-ch/bague-panthere-de-cartier_cod1647597298556129.html#dept=EU_Jewellery,53000.0,CHF,Q4 December 2022,Other,Medium,Panthere
H8000994,https://www.cartier.com/fr-ch/boucles-d-oreilles-panthere-de-cartier_cod1647597304575876.html#dept=EU_Jewellery,98000.0,CHF,Q4 December 2022,Other,Medium,Panthere
 B6029817,https://www.cartier.com/fr-ch/bracelet-love-1-diamant_cod25372685655709566.html#dept=EU_Bracelets_Love,5600.0,CHF,Q4 December 2022,Other,Medium,Other
 B6029917,https://www.cartier.com/fr-ch/bracelet-love-1-diamant_cod25372685655709570.html#dept=EU_Bracelets_Love,6000.0,CHF,Q4 December 2022,Other,Medium,Other
 N6032417,https://www.cartier.com/fr-ch/bracelet-love-pave-ceramique_cod25372685655697914.html#dept=EU_Bracelets_Love,41400.0,CHF,Q4 December 2022,Other,Medium,Other
 N6035017,https://www.cartier.com/fr-ch/bracelet-love-pave_cod25372685655696407.html#dept=EU_Bracelets_Love,42600.0,CHF,Q4 December 2022,Other,Medium,Other
 N6036917,https://www.cartier.com/fr-ch/bracelet-love-pave_cod25372685655696423.html#dept=EU_Bracelets_Love,42600.0,CHF,Q4 December 2022,Other,Medium,Other
 N6033602,https://www.cartier.com/fr-ch/bracelet-love-pave_cod25372685655697737.html#dept=EU_Bracelets_Love,59500.0,CHF,Q4 December 2022,Other,Medium,Other
 B6047817,https://www.cartier.com/fr-ch/bracelet-love-petit-modele-10-diamants_cod25372685655708149.html#dept=EU_Bracelets_Love,8550.0,CHF,Q4 December 2022,Other,Medium,Other
 B6047917,https://www.cartier.com/fr-ch/bracelet-love-petit-modele-10-diamants_cod25372685655708155.html#dept=EU_Bracelets_Love,8550.0,CHF,Q4 December 2022,Other,Medium,Other
 B6048017,https://www.cartier.com/fr-ch/bracelet-love-petit-modele-10-diamants_cod25372685655708161.html#dept=EU_Bracelets_Love,9150.0,CHF,Q4 December 2022,Other,Medium,Other
 B6047217,https://www.cartier.com/fr-ch/bracelet-love-petit-modele-6-diamants_cod25372685655708113.html#dept=EU_Bracelets_Love,6300.0,CHF,Q4 December 2022,Other,Medium,Other
 B6047617,https://www.cartier.com/fr-ch/bracelet-love-petit-modele-6-diamants_cod25372685655708137.html#dept=EU_Bracelets_Love,6300.0,CHF,Q4 December 2022,Other,Medium,Other
 B6047717,https://www.cartier.com/fr-ch/bracelet-love-petit-modele-6-diamants_cod25372685655708143.html#dept=EU_Bracelets_Love,6750.0,CHF,Q4 December 2022,Other,Medium,Other
 N6710717,https://www.cartier.com/fr-ch/bracelet-love-petit-modele-pave_cod25372685655528372.html#dept=EU_Bracelets_Love,26200.0,CHF,Q4 December 2022,Other,Medium,Other
 N6710617,https://www.cartier.com/fr-ch/bracelet-love-petit-modele-pave_cod25372685655696498.html#dept=EU_Bracelets_Love,26200.0,CHF,Q4 December 2022,Other,Medium,Other
 N6710817,https://www.cartier.com/fr-ch/bracelet-love-petit-modele-pave_cod25372685655696510.html#dept=EU_Bracelets_Love,28100.0,CHF,Q4 December 2022,Other,Medium,Other
 B6047317,https://www.cartier.com/fr-ch/bracelet-love-petit-modele_cod25372685655708119.html#dept=EU_Bracelets_Love,4300.0,CHF,Q4 December 2022,Other,Medium,Other
 B6047417,https://www.cartier.com/fr-ch/bracelet-love-petit-modele_cod25372685655708125.html#dept=EU_Bracelets_Love,4600.0,CHF,Q4 December 2022,Other,Medium,Other
 B6047517,https://www.cartier.com/fr-ch/bracelet-love-petit-modele_cod25372685655708131.html#dept=EU_Bracelets_Love,4300.0,CHF,Q4 December 2022,Other,Medium,Other
 B6067517,https://www.cartier.com/fr-ch/bracelet-love_cod1647597277058376.html#dept=EU_Bracelets_Love,6650.0,CHF,Q4 December 2022,Other,Medium,Other
 B6067617,https://www.cartier.com/fr-ch/bracelet-love_cod1647597277058379.html#dept=EU_Bracelets_Love,7100.0,CHF,Q4 December 2022,Other,Medium,Other
 B6067417,https://www.cartier.com/fr-ch/bracelet-love_cod1647597277468641.html#dept=EU_Bracelets_Love,6650.0,CHF,Q4 December 2022,Other,Medium,Other
 B6032417,https://www.cartier.com/fr-ch/bracelet-love_cod25372685655709578.html#dept=EU_Bracelets_Love,4750.0,CHF,Q4 December 2022,Other,Medium,Other
 B6032517,https://www.cartier.com/fr-ch/bracelet-love_cod25372685655709584.html#dept=EU_Bracelets_Love,5100.0,CHF,Q4 December 2022,Other,Medium,Other
 B6032617,https://www.cartier.com/fr-ch/bracelet-love_cod25372685655709590.html#dept=EU_Bracelets_Love,4750.0,CHF,Q4 December 2022,Other,Medium,Other
 N6717617,https://www.cartier.com/fr-ch/bracelet-love_cod25458910981438734.html#dept=EU_Bracelets_Love,45600.0,CHF,Q4 December 2022,Other,Medium,Other
 B6064617,https://www.cartier.com/fr-ch/bracelet-love_cod25458910981764646.html#dept=EU_Bracelets_Love,8000.0,CHF,Q4 December 2022,Other,Medium,Other
H6035417,https://www.cartier.com/fr-ch/bracelet-panthere-de-cartier_cod1647597301962972.html#dept=EU_Jewellery,157000.0,CHF,Q4 December 2022,Other,Medium,Panthere
H7000975,https://www.cartier.com/fr-ch/collier-panthere-de-cartier_cod1647597301962956.html#dept=EU_Jewellery,246000.0,CHF,Q4 December 2022,Other,Medium,Panthere
H7000965,https://www.cartier.com/fr-ch/collier-panthere-de-cartier_cod1647597304575867.html#dept=EU_Jewellery,123000.0,CHF,Q4 December 2022,Other,Medium,Panthere
 B6070317,https://www.cartier.com/fr-ch/love-bracelet-10-diamants_cod1647597277058388.html#dept=EU_Bracelets_Love,15400.0,CHF,Q4 December 2022,Other,Medium,Other
 B6070417,https://www.cartier.com/fr-ch/love-bracelet-10-diamants_cod1647597277058391.html#dept=EU_Bracelets_Love,16400.0,CHF,Q4 December 2022,Other,Medium,Other
 B6070217,https://www.cartier.com/fr-ch/love-bracelet-10-diamants_cod1647597277468647.html#dept=EU_Bracelets_Love,15400.0,CHF,Q4 December 2022,Other,Medium,Other
 B6070017,https://www.cartier.com/fr-ch/love-bracelet-4-diamants_cod1647597277058382.html#dept=EU_Bracelets_Love,10700.0,CHF,Q4 December 2022,Other,Medium,Other
 B6070117,https://www.cartier.com/fr-ch/love-bracelet-4-diamants_cod1647597277058385.html#dept=EU_Bracelets_Love,11400.0,CHF,Q4 December 2022,Other,Medium,Other
 B6069917,https://www.cartier.com/fr-ch/love-bracelet-4-diamants_cod1647597277468644.html#dept=EU_Bracelets_Love,10700.0,CHF,Q4 December 2022,Other,Medium,Other
N6726117,https://www.cartier.us/en-us/jewelry/bracelets/grain-de-cafe-bracelet-N6726117.html,44600.0,USD,Q4 December 2022,Other,Medium,Other
H7001088,https://www.cartier.us/en-us/jewelry/necklaces/grain-de-cafe-necklace-H7001088.html,157000.0,USD,Q4 December 2022,Other,Medium,Other
N7424507,https://www.cartier.us/en-us/jewelry/necklaces/grain-de-cafe-necklace-N7424507.html,44600.0,USD,Q4 December 2022,Other,Medium,Other
B7224864,https://www.cartier.us/en-us/jewelry/necklaces/juste-un-clou/juste-un-clou-necklace-CRB7224864.html,8550.0,USD,Q4 December 2022,Other,Medium,Other
B7224902,https://www.cartier.us/en-us/jewelry/necklaces/juste-un-clou/juste-un-clou-necklace-CRB7224902.html,9700.0,USD,Q4 December 2022,Other,Medium,Other
B7224904,https://www.cartier.us/en-us/jewelry/necklaces/juste-un-clou/juste-un-clou-necklace-CRB7224904.html,9700.0,USD,Q4 December 2022,Other,Medium,Other
H4404700,https://www.cartier.us/en-us/jewelry/rings/grain-de-cafe-ring-CRH4404700.html,17700.0,USD,Q4 December 2022,Other,Medium,Other
N4804700,https://www.cartier.us/en-us/jewelry/rings/grain-de-cafe-ring-CRN4804700.html,6700.0,USD,Q4 December 2022,Other,Medium,Other
N4804800,https://www.cartier.us/en-us/jewelry/rings/grain-de-cafe-ring-CRN4804800.html,12900.0,USD,Q4 December 2022,Other,Medium,Other
HSA04228,https://www.cartier.com/en-ae/antique-piece-watch-CRHSA04228.html,498000.0,AED,Q4 July 2022,Other,Medium,Other
WGCC0002,https://www.cartier.com/en-ae/cloche-de-cartier-watch-CRWGCC0002.html,110000.0,AED,Q4 July 2022,Other,Medium,Other
WGCC0003,https://www.cartier.com/en-ae/cloche-de-cartier-watch-CRWGCC0003.html,110000.0,AED,Q4 July 2022,Other,Medium,Other
WGCC0004,https://www.cartier.com/en-ae/cloche-de-cartier-watch-CRWGCC0004.html,125000.0,AED,Q4 July 2022,Other,Medium,Other
HPI01505,https://www.cartier.com/en-ae/pasha-de-cartier-watch-CRHPI01505.html,730000.0,AED,Q4 July 2022,Other,Medium,Pasha
WHRO0081,https://www.cartier.com/en-ae/rotonde-de-cartier-watch-CRWHRO0081.html,441000.0,AED,Q4 July 2022,Other,Medium,Other
CRB6063600,https://www.cartier.com/en-ae/jewellery/bracelets/love-bracelet-CRB6063600.html,8150.0,AED,Q4 June 2022,Other,Medium,Other
CRHP601141,https://www.cartier.com/en-ae/jewellery/bracelets/panth%C3%A8re-de-cartier-high-jewelry-bracelet-CRHP601141.html,1860000.0,AED,Q4 June 2022,Other,Medium,Other
N7412500,https://www.cartier.com/en-ae/jewellery/necklaces/cartier-damour-necklace-CRN7412500.html,9350.0,AED,Q4 June 2022,Other,Medium,Other
CRH7000716,https://www.cartier.com/en-ae/jewellery/necklaces/cartier-fauna-and-flora-necklace-CRH7000716.html,2160000.0,AED,Q4 June 2022,Other,Medium,Other
CRH7000863,https://www.cartier.com/en-ae/jewellery/necklaces/creative-collection-necklace-CRH7000863.html,1660000.0,AED,Q4 June 2022,Other,Medium,Other
CRH7000864,https://www.cartier.com/en-ae/jewellery/necklaces/creative-collection-necklace-CRH7000864.html,1910000.0,AED,Q4 June 2022,Other,Medium,Other
CRH7000325,https://www.cartier.com/en-ae/jewellery/necklaces/panth%C3%A8re-de-cartier-necklace-CRH7000325.html,1320000.0,AED,Q4 June 2022,Other,Medium,Other
CRH7000525,https://www.cartier.com/en-ae/jewellery/necklaces/panth%C3%A8re-de-cartier-necklace-CRH7000525.html,1770000.0,AED,Q4 June 2022,Other,Medium,Other
CRH7000546,https://www.cartier.com/en-ae/jewellery/necklaces/panth%C3%A8re-de-cartier-necklace-CRH7000546.html,1410000.0,AED,Q4 June 2022,Other,Medium,Other
CRH7000547,https://www.cartier.com/en-ae/jewellery/necklaces/panth%C3%A8re-de-cartier-necklace-CRH7000547.html,1450000.0,AED,Q4 June 2022,Other,Medium,Other
CRH7000736,https://www.cartier.com/en-ae/jewellery/necklaces/panth%C3%A8re-de-cartier-necklace-CRH7000736.html,1640000.0,AED,Q4 June 2022,Other,Medium,Other
CRHP700480,https://www.cartier.com/en-ae/jewellery/necklaces/panth%C3%A8re-de-cartier-necklace-CRHP700480.html,1850000.0,AED,Q4 June 2022,Other,Medium,Other
CRH7000518,https://www.cartier.com/en-ae/jewellery/necklaces/reflection-de-cartier-necklace-CRH7000518.html,1460000.0,AED,Q4 June 2022,Other,Medium,Other
CRH7000519,https://www.cartier.com/en-ae/jewellery/necklaces/reflection-de-cartier-necklace-CRH7000519.html,1460000.0,AED,Q4 June 2022,Other,Medium,Other
CRN4782200,https://www.cartier.com/en-ae/jewellery/rings/juste-un-clou-ring-CRN4782200.html,62000.0,AED,Q4 June 2022,Other,Medium,Other
CRN4782300,https://www.cartier.com/en-ae/jewellery/rings/juste-un-clou-ring-CRN4782300.html,58000.0,AED,Q4 June 2022,Other,Medium,Other
CRN4782500,https://www.cartier.com/en-ae/jewellery/rings/juste-un-clou-ring-CRN4782500.html,58000.0,AED,Q4 June 2022,Other,Medium,Other
CRB4235700,https://www.cartier.com/en-ae/jewellery/rings/les-berlingots-de-cartier-ring-CRB4235700.html,12700.0,AED,Q4 June 2022,Other,Medium,Other
HPI01340,https://www.cartier.com/en-ae/rotonde-de-cartier-watch-CRHPI01340.html,352000.0,AED,Q4 June 2022,Other,Medium,Other
CRWJLI0006,https://www.cartier.com/en-fr/cartier-libre-watch_cod44733502651442622.html#dept=EU_Watches,72000.0,EUR,Q4 June 2022,Other,Medium,Other
CRHPI01459,https://www.cartier.com/en-gb/clash-un-limited-watch_cod25185454456961661.html#dept=EU_Watches,337000.0,GBP,Q4 June 2022,Other,Medium,Other
CRHPI01225,https://www.cartier.com/en-gb/joaillere-panthere-watch_cod1647597276076452.html#dept=EU_Watches,408000.0,GBP,Q4 June 2022,Other,Medium,Panthere
CRHPI01367,https://www.cartier.com/en-gb/joaillere-panthere-watch_cod1647597276076628.html#dept=EU_Watches,398000.0,GBP,Q4 June 2022,Other,Medium,Panthere
CRHPI01553,https://www.cartier.com/en-gb/panthere-jewellery-watches_cod1647597276076457.html#dept=EU_Watches,225000.0,GBP,Q4 June 2022,Other,Medium,Panthere
CRHPI01012,https://www.cartier.com/en-gb/panthere-jewellery-watches_cod1647597276076625.html#dept=EU_Watches,121000.0,GBP,Q4 June 2022,Other,Medium,Panthere
CRHPI01518,https://www.cartier.com/en-gb/panthere-jewellery-watches_cod1647597276076640.html#dept=EU_Watches,133000.0,GBP,Q4 June 2022,Other,Medium,Panthere
CRHPI01520,https://www.cartier.com/en-gb/panthere-jewellery-watches_cod1647597276076643.html#dept=EU_Watches,123000.0,GBP,Q4 June 2022,Other,Medium,Panthere
CRHPI01554,https://www.cartier.com/en-gb/panthere-jewellery-watches_cod1647597276076649.html#dept=EU_Watches,194000.0,GBP,Q4 June 2022,Other,Medium,Panthere
CRHPI01501,https://www.cartier.com/en-gb/panthere-jewellery-watches_cod1647597285535909.html#dept=EU_Watches,449000.0,GBP,Q4 June 2022,Other,Medium,Panthere
CRHPI00776,https://www.cartier.com/en-gb/panthere-jewellery-watches_cod25372685655530163.html#dept=EU_Watches,153000.0,GBP,Q4 June 2022,Other,Medium,Panthere
CRWSPA0028,https://www.cartier.com/en-gb/pasha-de-cartier-watch_cod36856120585488101.html#dept=EU_Watches,4550.0,GBP,Q4 June 2022,Other,Medium,Pasha
N4751600,https://www.cartier.com/en-us/jewelry/engagement-rings/cartier-destinee-solitaire-CRN4751600.html,11700.0,USD,Q4 June 2022,Other,Medium,Other
N4766400,https://www.cartier.com/en-us/jewelry/engagement-rings/cartier-destinee-solitaire-with-colored-stone-CRN4766400.html,11700.0,USD,Q4 June 2022,Other,Medium,Other
H4209500,https://www.cartier.com/en-us/jewelry/engagement-rings/solitaire-1895-CRH4209500.html,1220.0,USD,Q4 June 2022,Other,Medium,Other
CRW3BB0026,https://www.cartier.com/fr-ch/montre-ballon-bleu-de-cartier_cod2204324140344174.html#dept=EU_Ballon-de-Cartier,9500.0,CHF,Q4 June 2022,Other,Medium,Ballon Bleu
CRWSNM0008,https://www.cartier.com/fr-ch/montre-drive-de-cartier-phases-de-lune_cod44733502651434999.html#dept=EU_Drive-de-Cartier,8250.0,CHF,Q4 June 2022,Other,Medium,Other
CRWSNM0022,https://www.cartier.com/fr-ch/montre-drive-de-cartier_cod44733502651439574.html#dept=EU_Drive-de-Cartier,6500.0,CHF,Q4 June 2022,Other,Medium,Other
CRWGNM0022,https://www.cartier.com/fr-ch/montre-drive-de-cartier_cod44733502651447056.html#dept=EU_Drive-de-Cartier,16900.0,CHF,Q4 June 2022,Other,Medium,Other
CRHPI01451,https://www.cartier.com/fr-ch/montre-indomptables-de-cartier_cod1647597276076454.html#dept=EU_Panthere-Jewellery-Watches,241000.0,CHF,Q4 June 2022,Other,Medium,Panthere
CRHPI01526,https://www.cartier.com/fr-ch/montre-la-panthere-de-cartier_cod1647597283682054.html#dept=EU_Panthere-Jewellery-Watches,53000.0,CHF,Q4 June 2022,Other,Medium,Panthere
CRHPI01510,https://www.cartier.com/fr-ch/montre-la-panthere-de-cartier_cod1647597283726659.html#dept=EU_Panthere-Jewellery-Watches,69500.0,CHF,Q4 June 2022,Other,Medium,Panthere
CRWB520027,https://www.cartier.com/fr-ch/montre-mini-baignoire_cod44733502651450793.html#dept=EU_Baignoire,18600.0,CHF,Q4 June 2022,Other,Small,Other
CRWGPN0031,https://www.cartier.com/fr-ch/montre-panthere-de-cartier_cod1647597277638149.html#dept=EU_Panthere-de-Cartier-Watches,20900.0,CHF,Q4 June 2022,Other,Medium,Panthere
CRWGPA0019,https://www.cartier.com/fr-ch/montre-pasha-de-cartier_cod1647597283185777.html#dept=EU_Pasha-de-Cartier,18100.0,CHF,Q4 June 2022,Other,Medium,Pasha
CRWGPA0026,https://www.cartier.com/fr-ch/montre-pasha-de-cartier_cod1647597283185780.html#dept=EU_Pasha-de-Cartier,19500.0,CHF,Q4 June 2022,Other,Medium,Pasha
CRWJPA0020,https://www.cartier.com/fr-ch/montre-pasha-de-cartier_cod1647597283185782.html#dept=EU_Pasha-de-Cartier,28500.0,CHF,Q4 June 2022,Other,Medium,Pasha
CRWJPA0021,https://www.cartier.com/fr-ch/montre-pasha-de-cartier_cod1647597283185784.html#dept=EU_Pasha-de-Cartier,21000.0,CHF,Q4 June 2022,Other,Medium,Pasha
CRWR000351,https://www.cartier.com/fr-ch/montre-ronde-louis-cartier_cod44733502651434975.html#dept=EU_Ronde-and-Rotonde-de-Cartier,16900.0,CHF,Q4 June 2022,Other,Medium,Other
CRWSRN0030,https://www.cartier.com/fr-ch/montre-ronde-must-de-cartier_cod45666037504809356.html#dept=EU_Ronde-and-Rotonde-de-Cartier,2470.0,CHF,Q4 June 2022,Other,Medium,Other
CRWSRN0031,https://www.cartier.com/fr-ch/montre-ronde-must-de-cartier_cod45666037504809359.html#dept=EU_Ronde-and-Rotonde-de-Cartier,2690.0,CHF,Q4 June 2022,Other,Medium,Other
CRWSRN0032,https://www.cartier.com/fr-ch/montre-ronde-must-de-cartier_cod45666037504809362.html#dept=EU_Ronde-and-Rotonde-de-Cartier,3600.0,CHF,Q4 June 2022,Other,Medium,Other
CRWSRN0033,https://www.cartier.com/fr-ch/montre-ronde-must-de-cartier_cod45666037504809365.html#dept=EU_Ronde-and-Rotonde-de-Cartier,2840.0,CHF,Q4 June 2022,Other,Medium,Other
CRWSRN0034,https://www.cartier.com/fr-ch/montre-ronde-must-de-cartier_cod45666037504809368.html#dept=EU_Ronde-and-Rotonde-de-Cartier,3100.0,CHF,Q4 June 2022,Other,Medium,Other
CRWSRN0035,https://www.cartier.com/fr-ch/montre-ronde-must-de-cartier_cod45666037504809371.html#dept=EU_Ronde-and-Rotonde-de-Cartier,4000.0,CHF,Q4 June 2022,Other,Medium,Other
CRWJTA0027,https://www.cartier.com/fr-ch/montre-tank-americaine_cod44733502651439550.html#dept=EU_Tank,17500.0,CHF,Q4 June 2022,Other,Medium,Tank
CRWJTA0029,https://www.cartier.com/fr-ch/montre-tank-americaine_cod44733502651439552.html#dept=EU_Tank,22200.0,CHF,Q4 June 2022,Other,Medium,Tank
CRWJTA0030,https://www.cartier.com/fr-ch/montre-tank-americaine_cod44733502651439553.html#dept=EU_Tank,29700.0,CHF,Q4 June 2022,Other,Medium,Tank
CRWJTA0031,https://www.cartier.com/fr-ch/montre-tank-americaine_cod44733502651439554.html#dept=EU_Tank,31600.0,CHF,Q4 June 2022,Other,Medium,Tank
CRWB710010,https://www.cartier.com/fr-ch/montre-tank-americaine_cod44733502651450801.html#dept=EU_Tank,47300.0,CHF,Q4 June 2022,Other,Medium,Tank
CRWB710011,https://www.cartier.com/fr-ch/montre-tank-americaine_cod44733502651450802.html#dept=EU_Tank,50500.0,CHF,Q4 June 2022,Other,Medium,Tank
CRWB710012,https://www.cartier.com/fr-ch/montre-tank-americaine_cod44733502651450803.html#dept=EU_Tank,28100.0,CHF,Q4 June 2022,Other,Medium,Tank
CRWB710013,https://www.cartier.com/fr-ch/montre-tank-americaine_cod44733502651450804.html#dept=EU_Tank,30100.0,CHF,Q4 June 2022,Other,Medium,Tank
CRHPI01507,https://www.cartier.com/fr-ch/montre-tank-chinoise_cod1647597282999658.html#dept=EU_Tank,90000.0,CHF,Q4 June 2022,Other,Medium,Tank
CRWE110004,https://www.cartier.com/fr-ch/montre-tank-francaise_cod44733502651450807.html#dept=EU_Tank,7300.0,CHF,Q4 June 2022,Other,Medium,Tank
CRWE110005,https://www.cartier.com/fr-ch/montre-tank-francaise_cod44733502651450808.html#dept=EU_Tank,7750.0,CHF,Q4 June 2022,Other,Medium,Tank
CRWGTA0023,https://www.cartier.com/fr-ch/montre-tank-louis-cartier_cod44733502651447134.html#dept=EU_Tank,24100.0,CHF,Q4 June 2022,Other,Medium,Tank
CRWSTA0059,https://www.cartier.com/fr-ch/montre-tank-must_cod20346390236386481.html#dept=EU_Tank,2810.0,CHF,Q4 June 2022,Other,Medium,Tank
CRWSTA0061,https://www.cartier.com/fr-ch/montre-tank-must_cod20346390236386483.html#dept=EU_Tank,2670.0,CHF,Q4 June 2022,Other,Medium,Tank
CRWSTA0060,https://www.cartier.com/fr-ch/montre-tank-must_cod20346390236495233.html#dept=EU_Tank,2670.0,CHF,Q4 June 2022,Other,Medium,Tank
CRWSTA0062,https://www.cartier.com/fr-ch/montre-tank-must_cod20346390236495234.html#dept=EU_Tank,2810.0,CHF,Q4 June 2022,Other,Medium,Tank
WJBA0034,https://www.cartier.com/ko-kr/%EC%8B%9C%EA%B3%84/%EC%97%AC%EC%84%B1%EC%9A%A9-%EC%8B%9C%EA%B3%84/%EB%B2%A0%EB%88%84%EC%95%84-1920-%EC%9B%8C%EC%B9%98-CRWJBA0034.html,36200000.0,KRW,Q4 June 2022,Other,Medium,Other
CRWGBB0040,https://www.tw.cartier.com/zh-tw/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/ballon-bleu-de-cartier%E8%85%95%E9%8C%B6-CRWGBB0040.html,425000.0,TWD,Q4 June 2022,Other,Medium,Ballon Bleu
CRW4SA0007,https://www.tw.cartier.com/zh-tw/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/santos-de-cartier%E8%85%95%E9%8C%B6-CRW4SA0007.html,370000.0,TWD,Q4 June 2022,Other,Medium,Santos
CRWGSA0038,https://www.tw.cartier.com/zh-tw/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/santos-de-cartier%E8%85%95%E9%8C%B6-CRWGSA0038.html,484000.0,TWD,Q4 June 2022,Other,Medium,Santos
CRWGSA0043,https://www.tw.cartier.com/zh-tw/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/santos-de-cartier%E8%85%95%E9%8C%B6-CRWGSA0043.html,940000.0,TWD,Q4 June 2022,Other,Medium,Santos
CRWGSA0045,https://www.tw.cartier.com/zh-tw/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/santos-de-cartier%E8%85%95%E9%8C%B6-CRWGSA0045.html,484000.0,TWD,Q4 June 2022,Other,Medium,Santos
CRWJSA0020,https://www.tw.cartier.com/zh-tw/%E8%85%95%E9%8C%B6/%E5%A5%B3%E5%A3%AB%E8%85%95%E9%8C%B6/santos-de-cartier%E8%85%95%E9%8C%B6-CRWJSA0020.html,850000.0,TWD,Q4 June 2022,Other,Medium,Santos
